Country ISO code;BvD ID number;NACE Rev. 2 primary code;GUO - Country ISO code;GUO - BvD ID number;Result OP Revenue;Result - EMPl;Result - assets;Result P/L
DE;DE2150422182;4651;AT;AT*110009847921;232895858;63;290637;6076483
DE;DE8250332005;4638;AT;AT*110009848163;3018690;7;62796;170826
CZ;CZ26216515;2841;AT;AT*110020173185;222592;3;13012;66154
PL;PL472899242;4675;AT;AT*1590298389;1330877;50;1409;-69280
SK;SK00896292;9200;AT;AT*1590317204;131351377;275;1256589;5109541
SK;SK31357890;9200;AT;AT*1590317204;4924197;15;2565882;2091496
SK;SK35765852;5530;AT;AT*1590317204;818695;15;77385;24235
SK;SK35802359;7739;AT;AT*1590317204;9156589;15;5958779;9767498
SK;SK35809388;9200;AT;AT*1590317204;58545899;175;422862;3693640
CZ;CZ25142275;5610;AT;AT*1590546039;1079798;38;200701;14320
AT;AT9070037408;1610;AT;AT*1590578939;48196746;70;10533318;1772790
CZ;CZ60725745;1729;AT;AT*1975254776;320493;15;108909;11226
EE;EE10264881;9200;AT;AT*450091621;6794698;141;631692;-643244
EE;EE10305692;6820;AT;AT*450091621;1016370;4;11374;364490
CZ;CZ25504941;4675;AT;AT*490108644;22112;3;36;-974
CZ;CZ00566144;4674;AT;AT*490443467;1241589;7;6962;13231
CZ;CZ28912951;3511;AT;AT*490817570;2353821;3;4256772;282878
CZ;CZ25323237;4778;AT;AT*491074662;2582895;7;16016;274792
SK;SK36740012;7311;AT;AT*492028263;620405;7;8854;-14417
SK;SK36747947;8010;AT;AT*492272730;408990;38;48564;25079
SK;SK34149911;4120;AT;AT*492382378;2786125;15;11406;1625
SK;SK31641415;5020;AT;AT*492396023;223640;7;20737;-160674
AT;AT9070135998;2899;AT;AT*770069949;622750;175;525429;2004541
CZ;CZ47453052;2599;AT;AT*770069949;2223948;15;1044304;392710
DE;DE5210035879;2572;AT;AT*770073544;18728231;134;2259672;1663388
DE;DE3130234001;2014;AT;AT*770088237;20263229;52;18111491;307170
AT;AT9130083098;6832;AT;AT*770108439;1185176;1;7991418;-3228832
AT;AT9070030897;2611;AT;AT*770113280;7000000;47;1663944;-80567
AT;AT9030016419;2420;AT;AT*770136139;10526170;67;6185388;-501471
AT;AT9070002250;4674;AT;AT*770136139;18550810;9;397772;612339
AT;AT9110069345;2511;AT;AT*770136139;29069955;77;262165;427797
DE;DE3330174455;2562;AT;AT*770136139;553418;12;41742;-16017
PL;PL240627010;2511;AT;AT*770136139;20222449;95;9079049;440074
PL;PL271181218;4120;AT;AT*770136139;17580803;80;65722;566703
AT;AT9110707967;7010;AT;AT*770373484;3078535;10;86803;-8883971
CZ;CZ28259114;2932;AT;AT*770373484;24536650;375;12108457;-536418
CZ;CZ28416783;2932;AT;AT*770373484;36288036;375;8022285;2787203
